Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.8571031746031746,0.8951130171428158,0.9417511422228726,0.9273432359601621
127,rare cosmic event,1.0,0.9675423546611628,1.0,0.996425825123457
128,godhra train attack,0.6286904761904761,0.44729675424334864,1.0,0.955692538225548
129,michael jackson untimely death,0.9154365079365079,0.9242796838094824,0.977015370299312,0.9766340894582904
130,price hike petroleum product,0.4957936507936508,0.3561218925982858,0.9010126104210696,0.8786433188434725
131,abduction murder journalist,0.7071031746031746,0.8028041506137482,0.8328978515038052,0.8736528522458664
132,barack obama victory,0.6432539682539683,0.5367190525762507,0.9349366583346497,0.854950934143591
133,torture abu ghraib prison,0.99,0.8668755625179776,1.0,0.9771175064451825
134,ban slapped simi,0.679920634920635,0.4945948931958995,0.8967451507143114,0.8307592380397241
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,1.0,0.968606884386683,1.0,0.9865397098402959
137,death ltte head,0.9352777777777778,0.7980936295816325,1.0,0.9694264688901486
138,india woman reservation bill,0.6289682539682541,0.47713152323252955,0.9595460215969996,0.9391427172000786
139,vanquishing somali pirate,1.0,0.9920906432748536,1.0,0.9784351349587297
140,search life water space,1.0,1.0,1.0,0.9942892197893402
141,birth cloned human baby,0.5851984126984127,0.45979205714306337,0.8442380676954223,0.8442380676954223
142,illegal felling tree,0.0,0.0,0,0
143,tata car nano,1.0,0.9791197048995034,0.9897476962117098,0.9732944521396057
144,bhopal gas tragedy,0.99,0.7959471314289425,1.0,1.0
145,assassination benazir bhutto,0.7693650793650793,0.6667527585503591,0.9711640349199644,0.793382200287307
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.9184920634920635,0.7664982418252542,0.9940404967396665,0.9867106089625068
148,popularity social networking site,1.0,0.9812401100791194,1.0,0.9975425653185142
149,commonwealth game delhi,0.0,0.0079093567251462,0,0.23540891336663824
150,bill gate philanthropic endeavour,0.99,0.9281228596824572,0.9414094378280724,0.9129143663477787
151,indian win nobel prize chemistry,1.0,1.0,1.0,1.0
152,successful missile test india,1.0,1.0,1.0,0.9947330370900537
153,structure solar system,0.8875396825396826,0.8743927009522988,0.9832961634036037,0.9733095568859481
154,raja 2g spectrum scam,0.0,0.0,0,0
155,attack taj mumbai,0.966388888888889,0.9497558742856729,0.9937947856332162,0.9868143487578048
156,shashi tharoor ipl controversy,0.968888888888889,0.7519530057146155,1.0,1.0
157,successful indian film,0.619920634920635,0.4901941039266891,0.8978522532056754,0.8757766745315
158,america attack afghanistan,0.44607142857142856,0.3923669770631844,0.7685633381418362,0.7337488059911307
159,sheikh hasina 2008 election,0.5194047619047619,0.4679565212479299,0.9134015924715543,0.8520348803962297
160,iraq war 2003,0.0,0.0,0,0
161,george bush anti terrorism operation,0.8973809523809523,0.7850781676613717,0.979736873307464,0.9220558217084421
162,catastrophic tornado,1.0,0.9860244668042654,1.0,0.9950558177111224
163,tiger conservation india,0.99,0.9615614298412284,1.0,0.995992936176079
164,michael jackson child abuse,0.8571031746031746,0.8951130171428158,0.950420626211048,0.9600255664612248
165,marriage divorce law,0.3874603174603174,0.3113547357355407,0.8898523704922261,0.8606436779803558
166,kanishka air disaster,0.0,0.0,0,0
167,chechen rebel government,0.966388888888889,0.909066712656109,0.9977104145800075,0.9818933754906813
168,suu kyi house arrest,1.0,0.9948684210526315,1.0,0.9555922347790236
169,naxalite attack,0,0,0,0
170,development indian hockey,0.0,0.0,0,0
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,1.0,0.834385701587714,1.0,1.0
173,2008 olympics,0.6182539682539683,0.46019013129113756,0.9178287402913374,0.8821950005967615
174,international economic slump,0.3265079365079365,0.23804046529665723,0.91311732856428,0.8595822253047043
175,sachin tendulkar record run test cricket,1.0,0.9631375927564008,0.9661161606824571,0.9580567528966868
,,0.8296478174603175,0.7592545732614908,0.9589048796368139,0.9187818213668147
