Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.7071031746031746,0.7912199015294992,0.7449164693017664,0.7805028875758546
127,rare cosmic event,1.0,0.9482570821851007,1.0,0.9900300865586551
128,godhra train attack,0.7382539682539683,0.5276077137087201,1.0,0.9827742325076878
129,michael jackson untimely death,0.7071031746031746,0.8201130171428159,0.8328978515038052,0.8759317781806828
130,price hike petroleum product,0.666031746031746,0.5336472939685015,0.9481336484796112,0.9481336484796112
131,abduction murder journalist,0.7071031746031746,0.8201130171428159,0.8193129127985875,0.8499131103407235
132,barack obama victory,0.48579365079365083,0.34012376791595067,1.0,0.8432906407255955
133,torture abu ghraib prison,1.0,0.9791197048995034,1.0,0.9792916735091365
134,ban slapped simi,0.8873809523809524,0.6630817870639852,0.9090610362306536,0.8951144416792508
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,1.0,0.9525858966454941,1.0,0.970570308393513
137,death ltte head,0.8973809523809523,0.7628836802172714,0.9889291393350923,0.938326454784695
138,india woman reservation bill,0.613968253968254,0.48815251097371853,0.9340912297879841,0.9174870812391095
139,vanquishing somali pirate,1.0,0.9463804354400329,1.0,0.9626220217394972
140,search life water space,1.0,0.9891494668042654,0.967679081840876,0.9711223400347522
141,birth cloned human baby,0.46690476190476193,0.3672066615874665,0.8159313210935148,0.8159313210935148
142,illegal felling tree,0.8693253968253968,0.7303306594076717,0.9641803458261541,0.9467611030978595
143,tata car nano,1.0,1.0,0.9765904909689564,0.964480400209559
144,bhopal gas tragedy,0.968888888888889,0.7808461213279323,1.0,0.9969667432507766
145,assassination benazir bhutto,0.7747619047619048,0.6318603002174983,0.9681919379172966,0.9397973325344546
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.8875396825396826,0.8114770903760842,0.9899043823022547,0.9776770940285461
148,popularity social networking site,1.0,1.0,0.9981666155888351,0.9904938607327357
149,commonwealth game delhi,0.1492857142857143,0.3106152206926201,0.5045320587035326,0.6150106501119775
150,bill gate philanthropic endeavour,0.99,0.907450090973698,0.9085891543896165,0.893474610943942
151,indian win nobel prize chemistry,1.0,1.0,1.0,1.0
152,successful missile test india,1.0,1.0,0.997681234552023,0.9787663822250439
153,structure solar system,1.0,0.9891494668042654,1.0,0.9986221750172177
154,raja 2g spectrum scam,0.2928968253968254,0.1798869828571841,1.0,1.0
155,attack taj mumbai,0.8693253968253968,0.8388924424818389,0.9604477112630013,0.9308479750244123
156,shashi tharoor ipl controversy,0.968888888888889,0.7519530057146155,1.0,1.0
157,successful indian film,0.5953571428571428,0.4603259676769739,0.9128781396400242,0.8811368397332906
158,america attack afghanistan,0.8568253968253968,0.7438180236516148,0.8627732649402619,0.838617172731378
159,sheikh hasina 2008 election,0.5773015873015873,0.46375300116979695,0.9388652415867814,0.9237854815690136
160,iraq war 2003,0.10956349206349207,0.09612967291566363,0.43067655807339306,0.4084084369553121
161,george bush anti terrorism operation,0.8089285714285713,0.8016485752379717,0.9478224566151918,0.8981203792152611
162,catastrophic tornado,1.0,1.0,0.9945339181069539,0.9774474410078672
163,tiger conservation india,1.0,0.9727735510533495,1.0,0.957989993127249
164,michael jackson child abuse,0.7071031746031746,0.8201130171428159,0.8328978515038052,0.8784124420549887
165,marriage divorce law,0.5453571428571429,0.37299428190488565,0.9515234565959557,0.9515234565959557
166,kanishka air disaster,0.0,0.028893115613316856,0,0.27023815442731974
167,chechen rebel government,1.0,1.0,0.9793395862161092,0.965003755211791
168,suu kyi house arrest,1.0,0.9665614298412283,1.0,0.9949106245929584
169,naxalite attack,0,0,0,0
170,development indian hockey,0.3420238095238095,0.3220750519260581,0.6447841584694202,0.6453990429714319
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,1.0,0.834385701587714,1.0,1.0
173,2008 olympics,0.5803571428571429,0.4949609005975105,0.9005471983095722,0.8376320406434062
174,international economic slump,0.4253571428571428,0.31299428190488565,0.9005687248376789,0.9005687248376789
175,sachin tendulkar record run test cricket,0.99,0.8934745577779634,0.8756621400759607,0.8723253771446514
,,0.7819135802469136,0.705369661914789,0.9200468737078814,0.8946839068877904
