Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.5642063492063492,0.690399967894163,0.6308887374978042,0.6734406119809855
127,rare cosmic event,0.373531746031746,0.35395872380973,0.580368382964305,0.580368382964305
128,godhra train attack,0.7382539682539683,0.5028812647620697,0.9413045508496032,0.9413045508496032
129,michael jackson untimely death,0.7071031746031746,0.8201130171428159,0.6544828691552997,0.7073880851100935
130,price hike petroleum product,0.679920634920635,0.5213676036296007,0.813379843094004,0.7152904122760488
131,abduction murder journalist,0.5642063492063492,0.6933411443647512,0.6353233061785828,0.7052061531772076
132,barack obama victory,0.1741269841269841,0.1712494989101026,0.4539434726620534,0.4447117707341139
133,torture abu ghraib prison,0.966388888888889,0.9472558742856728,0.8034609371461751,0.8354854117154046
134,ban slapped simi,0.4124603174603174,0.31167744815384135,0.6248216877342305,0.6165531441234104
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,0.8568253968253968,0.815333575952771,0.8884236664030191,0.8839486731595791
137,death ltte head,0.5648015873015872,0.49953831664551485,0.692952325568678,0.6847531579760354
138,india woman reservation bill,0.03361111111111111,0.09159205259824454,0.31546487678572877,0.3359298535410817
139,vanquishing somali pirate,0.7925396825396825,0.8293927009522987,0.7253393201335324,0.6990136546025202
140,search life water space,0.8904365079365079,0.8313468733708671,0.8959498889521034,0.8859235194406535
141,birth cloned human baby,0.46690476190476193,0.3672066615874665,0.8159313210935148,0.8159313210935148
142,illegal felling tree,0.8693253968253968,0.7303306594076717,0.9641803458261541,0.9467611030978595
143,tata car nano,1.0,0.9791197048995034,0.7990354952413175,0.8239473060315691
144,bhopal gas tragedy,0.45853174603174596,0.4880623130739229,0.6860881282777104,0.6919610278175157
145,assassination benazir bhutto,0.681031746031746,0.5658737429151516,0.9221235176732561,0.6714677700184566
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.2617460317460317,0.46726070734391173,0.5190436459945389,0.6062794580688181
148,popularity social networking site,1.0,1.0,0.9577018199342151,0.9362709241534676
149,commonwealth game delhi,0.1492857142857143,0.3106152206926201,0.5045320587035326,0.6150106501119775
150,bill gate philanthropic endeavour,0.7822619047619048,0.6460812385928485,0.832098598165187,0.8312649473291432
151,indian win nobel prize chemistry,0.9788888888888889,0.9307876510314591,0.8162625905725646,0.8479286130669575
152,successful missile test india,0.8539285714285715,0.815798042042237,0.8875110463866663,0.8646994907201359
153,structure solar system,0.8607142857142855,0.7236700517834418,0.7461650575021314,0.7612901234791017
154,raja 2g spectrum scam,0.2928968253968254,0.1798869828571841,1.0,1.0
155,attack taj mumbai,0.48964285714285716,0.5494782917460935,0.6291111628163492,0.6639082148277055
156,shashi tharoor ipl controversy,0.9421031746031746,0.7385601485717583,0.9374534319929018,0.9374534319929018
157,successful indian film,0.2928968253968254,0.20721304924865297,1.0,0.4804794716555135
158,america attack afghanistan,0.09456349206349206,0.1561942018250068,0.41443699955334395,0.37016942130210917
159,sheikh hasina 2008 election,0.41853174603174603,0.41502887291586976,0.5849932122436988,0.6004927510771141
160,iraq war 2003,0.10956349206349207,0.09612967291566363,0.43067655807339306,0.4084084369553121
161,george bush anti terrorism operation,0.3020238095238096,0.3576989958356058,0.46261214342613877,0.5060758745265475
162,catastrophic tornado,1.0,1.0,0.890611173408285,0.8880255841636695
163,tiger conservation india,0.5546428571428572,0.6331577912111968,0.8058255336891831,0.7631427588484433
164,michael jackson child abuse,0.5142063492063491,0.6654995853389816,0.690953910812621,0.7581106098979183
165,marriage divorce law,0.3357936507936508,0.26366708132768507,0.58688267143572,0.5812657322296055
166,kanishka air disaster,0.0,0.028893115613316856,0,0.27023815442731974
167,chechen rebel government,1.0,1.0,0.8093622990448038,0.8219678188472298
168,suu kyi house arrest,0.9421031746031746,0.8645342619626677,0.8266046039450536,0.787737296719993
169,naxalite attack,0,0,0,0
170,development indian hockey,0.3420238095238095,0.3220750519260581,0.6447841584694202,0.6453990429714319
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,0.7313095238095237,0.5741955395825366,0.9322447939063513,0.9115357893054385
173,2008 olympics,0.0,0.0334385701587714,0,0.2789429456511298
174,international economic slump,0.0,0.0281593997248022,0,0.27260578797883145
175,sachin tendulkar record run test cricket,0.968888888888889,0.8202085285715315,0.8531033644960038,0.8251426755198322
,,0.6049354005167961,0.5443102868951317,0.7350333373909113,0.6933311285986438
