Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.6859920634920635,0.7630779557559745,0.6566253982895355,0.6682594398037014
127,rare cosmic event,0.7989285714285714,0.6974544822222841,0.7335976228010311,0.7357548758802392
128,godhra train attack,0.7382539682539683,0.5028812647620697,1.0,1.0
129,michael jackson untimely death,0.7071031746031746,0.8201130171428159,0.6591989773997993,0.7380959397582102
130,price hike petroleum product,0.6899206349206349,0.5368796172008248,0.8082078393012729,0.7290509766791895
131,abduction murder journalist,0.7971031746031746,0.8265428680366762,0.7059237375759613,0.7372936153702093
132,barack obama victory,0.20746031746031748,0.19950041466101837,0.43201649929501884,0.4412069357019228
133,torture abu ghraib prison,0.99,0.9615614298412284,0.8476193620760305,0.861022438540539
134,ban slapped simi,0.4003571428571428,0.3364328520636569,0.6020767936150907,0.555380623784613
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,0.9309920634920635,0.8986188914284889,0.9381836492558261,0.9074206224380205
137,death ltte head,0.583968253968254,0.4731525109737185,0.8274308240406415,0.8153728124889171
138,india woman reservation bill,0.021111111111111112,0.07288724132764382,0.3010299956639812,0.30618726728392515
139,vanquishing somali pirate,0.8058730158730159,0.8360593676189654,0.7229672090547837,0.7026291255426348
140,search life water space,1.0,0.971106884386683,0.8877200663062658,0.9032853662241856
141,birth cloned human baby,0.41535714285714287,0.341432852063657,0.7724080541825131,0.7724080541825131
142,illegal felling tree,0.9054365079365079,0.7719697330533242,0.9782917460822231,0.9507118941173808
143,tata car nano,1.0,1.0,0.8328324588462108,0.843563052314115
144,bhopal gas tragedy,0.8718253968253966,0.7161846716664826,0.9606086548248338,0.933546002249046
145,assassination benazir bhutto,0.6768650793650793,0.5793915342483452,0.9192613539759861,0.6266822343761713
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.660079365079365,0.6356203827991753,0.937071888580369,0.8735755201048315
148,popularity social networking site,1.0,1.0,0.9805078959193838,0.9559438896426984
149,commonwealth game delhi,0.15607142857142856,0.33571053688313746,0.5051791985607764,0.6235308823743231
150,bill gate philanthropic endeavour,0.47059523809523807,0.5806630433120371,0.6236207313699254,0.644146184180642
151,indian win nobel prize chemistry,1.0,0.971106884386683,0.8350395217329549,0.8679677279912072
152,successful missile test india,0.9352777777777778,0.8673231784125749,0.9650407756384963,0.917718316570295
153,structure solar system,0.9352777777777778,0.8594138216874286,0.7980406249209347,0.8340308541217607
154,raja 2g spectrum scam,0.2928968253968254,0.1798869828571841,1.0,1.0
155,attack taj mumbai,0.5678174603174602,0.6167158793648729,0.7064610631581895,0.7572789739865672
156,shashi tharoor ipl controversy,0.968888888888889,0.7519530057146155,0.973854361986135,0.973854361986135
157,successful indian film,0.2928968253968254,0.22587332172471486,1.0,0.4941267651330828
158,america attack afghanistan,0.0,0.0334385701587714,0,0.27894294565112987
159,sheikh hasina 2008 election,0.35507936507936505,0.38067110349231087,0.6025226893068244,0.6157330148585346
160,iraq war 2003,0.043611111111111114,0.09118269587309835,0.3706656904013186,0.3905337331771706
161,george bush anti terrorism operation,0.2306349206349206,0.3171586130158112,0.45127192714401904,0.49767968525170997
162,catastrophic tornado,1.0,1.0,0.888319100223094,0.8839803842295453
163,tiger conservation india,0.8973809523809523,0.8098046166080219,0.7906080591874033,0.751617105166968
164,michael jackson child abuse,0.6859920634920635,0.7761188914284891,0.7903689605280583,0.840437297189266
165,marriage divorce law,0.3357936507936508,0.26821253587313965,0.58688267143572,0.5833729554803239
166,kanishka air disaster,0.0,0.010850533195734433,0,0.23981246656813146
167,chechen rebel government,1.0,1.0,0.806664099722656,0.821277739258573
168,suu kyi house arrest,0.9788888888888889,0.9312794253390229,0.7252969637824119,0.7808174580186511
169,naxalite attack,0,0,0,0
170,development indian hockey,0.20079365079365075,0.2032125358731396,0.5267175784514114,0.5270397727437174
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,0.8029761904761905,0.7100579460099583,0.9530418785472458,0.9389828549090203
173,2008 olympics,0.0,0.038701982142384614,0,0.31104961819754595
174,international economic slump,0.0,0.028789651825642536,0,0.264996799776505
175,sachin tendulkar record run test cricket,0.8818253968253968,0.8128931304763348,0.8457796320917194,0.8245607029816886
,,0.6647458427815569,0.581345366454525,0.7678322751256201,0.7113234627453381
